%time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1609059607730057001,0,1609059607730057001,-0.0022951978269204073,-0.002163386029294713,-0.0005834056304211851,-5.0517231085209213e-05,3.241649787953409e-05,-0.00018091231100974796,0.999999981833958,-0.0020119833046799095,0.0006836508256275433,-0.001277997583648002,0.0,0.0,0.0
1609059607830062628,1,1609059607830062628,-0.0005147371764995557,-0.0017776882401732744,0.0004504121779470084,-4.871744026777237e-05,1.807258728317003e-05,-0.000117049891106459,0.9999999917996579,0.017240143297614117,0.005856325403415991,0.011377057749076016,0.0,0.0,0.0
1609059607930003643,2,1609059607930003643,-0.0022686658047190835,-0.004347393953587893,0.0011539205235981738,1.7219785852797406e-05,6.142039226388202e-06,-0.00011822590828166733,0.9999999928441943,-0.004825630252292563,-0.013167855912030258,0.009634415856872641,0.0,0.0,0.0
1609059608030048370,3,1609059608030048370,-0.0031588562151466447,-0.005435566369849895,0.0008743039679588872,-1.8586439010318625e-05,1.2454462296190676e-05,-3.64194340457654e-05,0.9999999990865277,-0.007633551236084004,-0.01076007967185138,0.0024367753475066983,0.0,0.0,0.0
1609059608130061388,4,1609059608130061388,-0.00361691246766165,-0.004563858647279227,0.0006901994998543147,-3.075424525103933e-05,8.394511716929199e-06,-0.00014856012719063183,0.9999999884567985,-0.0065073973766557386,0.0024086485683655016,-0.000127099511925434,0.0,0.0,0.0
1609059608231574774,5,1609059608231574774,-0.003340070309818776,-0.004340994035456514,-0.00011581187616240789,-6.730850539308282e-06,-3.986481870838375e-06,-0.0001227766161905591,0.9999999924323533,-0.0020533775559742453,0.005117019876761667,-0.005406132700666975,0.0,0.0,0.0
1609059608329996109,6,1609059608329996109,-0.0031577884906314386,-0.004258656076515438,-0.00035852525020903773,-2.2107662968852583e-05,1.2173703345371751e-06,-8.265226107472164e-05,0.9999999963391862,0.00010703735418813838,0.005551809810442353,-0.0035401306417016127,0.0,0.0,0.0
1609059608431553841,7,1609059608431553841,-0.0012855466954237692,-0.006302949057520794,-0.00035053666654263357,2.4806758680266044e-06,-3.92439804810761e-06,-0.000111962790840892,0.999999993721389,0.010250121180558933,-0.006001721506606042,-0.002152187295582985,0.0,0.0,0.0
1609059608529991150,8,1609059608529991150,-0.0012311853296877325,-0.006738135341824563,-0.00014555134385446463,-4.091379296175792e-05,7.222250236785714e-06,-0.00015097008508774571,0.9999999877409661,0.0065660135788618455,-0.0037888407601310153,-0.00010093308219087833,0.0,0.0,0.0
1609059608630049706,9,1609059608630049706,-0.0013295112155049314,-0.007224673805911295,-2.8672775333931985e-05,-3.8114746115497654e-05,7.9654068666654e-06,-0.00010557174269445091,0.9999999936692117,0.0034647694315488244,-0.0032982154945346083,0.00042806936926161423,0.0,0.0,0.0
1609059608730027914,10,1609059608730027914,0.0005468296631450417,-0.007924949321130253,-0.0001574417024849845,-1.9666358250523435e-05,-1.5393355283032672e-05,-9.371220150224836e-05,0.9999999952971504,0.010962026122883951,-0.004086131695204394,-0.0003995533634984675,0.0,0.0,0.0
1609059608831564188,11,1609059608831564188,4.577940134581479e-06,-0.008223871955317218,0.00013798919436532333,-2.6526678899035513e-05,-1.7222313079944604e-05,-4.359657534578872e-05,0.9999999985495318,0.004411029008271018,-0.002190613483248105,0.0019964600984713394,0.0,0.0,0.0
1609059608929995298,12,1609059608929995298,-0.0005256130745043703,-0.0072623145192788,9.947660097397735e-05,-2.9898905756772967e-05,2.622321381034998e-07,-0.00013513142701626797,0.9999999904227409,0.0006470002673387388,0.0055111192403463185,0.00030034488223065195,0.0,0.0,0.0
1609059609031529188,13,1609059609031529188,-0.0003764206305612367,-0.00792500543015553,0.00016431542356517583,6.336333346911001e-06,3.515788417010592e-06,-8.448398753077464e-05,0.9999999964049717,0.0010309641465395215,0.0010942642304024473,0.0006523524373522565,0.0,0.0,0.0
1609059609131595612,14,1609059609131595612,-0.002050419350999859,-0.007740496313768497,-0.00010410173127258651,-1.3558768875777502e-05,4.9866690583207284e-06,-0.00010333313032824813,0.999999994556777,-0.006921081685131241,0.0026715754000430974,-0.0010916047453297648,0.0,0.0,0.0
