%time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1623490936253574610,0,1623490936253574610,-0.0016960384844006422,-0.004280396520651464,-0.00014329934578786926,4.026512667396554e-05,-4.4932233669473835e-05,0.0003266037055265514,0.9999999448449148,-0.000558820167817107,0.0006152577531772093,0.0016409421252882007,0.0,0.0,0.0
1623490936353550673,1,1623490936353550673,0.0009199483983224346,0.0009243627235158693,0.0001736875430320971,4.8898246665304195e-05,5.160427294871094e-05,0.00013270338420215397,0.9999999886678853,0.026342036705304606,0.05208376299157565,0.00464099107861608,0.0,0.0,0.0
1623490936453368902,2,1623490936453368902,0.0007079501823271211,0.0027989695812030103,-0.00016067837250693788,2.4298116794818036e-05,-8.415682519960533e-06,0.00010721202564464765,0.9999999939221788,0.008878857249948174,0.03094913821157768,-0.0014042577655436921,0.0,0.0,0.0
1623490936553390741,3,1623490936553390741,0.00045590527235426647,0.0035849170847448235,-0.0002878921367174159,9.610172620407571e-06,-4.172054479255746e-05,0.00020449033936717855,0.99999997817537,0.002395031620238848,0.016441219502095757,-0.0010666390429537893,0.0,0.0,0.0
1623490936653603792,4,1623490936653603792,0.0006102658719800756,0.003829500366697519,-6.193822373628898e-06,2.3642973091292178e-05,6.089613283354632e-06,0.00018503519279226737,0.9999999825829514,0.0014302630855508836,0.006366850734179223,0.0021314830722954934,0.0,0.0,0.0
1623490936753328562,5,1623490936753328562,0.0028513978733498173,0.0002942519139699161,0.0004490326465250978,4.963956123779419e-05,1.3969992836182794e-05,0.0003291110745711516,0.9999999445133245,0.01500089155269484,-0.022660241547720197,0.004867771447469865,0.0,0.0,0.0
1623490936855913639,6,1623490936855913639,0.001596971765578336,-0.002504327560462355,0.0005058256387912178,4.894559156096803e-05,2.842736477897204e-05,0.00023080202778777282,0.999999971763318,-0.0005768146393271348,-0.030658438521769575,0.002630611445368134,0.0,0.0,0.0
1623490936953389883,7,1623490936953389883,0.0010779751675153457,-0.0022276940110819857,0.000410494839813206,5.1623484213841315e-05,-1.0823116294250959e-05,0.00029556375541519116,0.9999999549299701,-0.004789567637819394,-0.01646636960264316,0.0007634400875801165,0.0,0.0,0.0
1623490937053371429,8,1623490937053371429,0.0004872846585739637,-0.0036427814973874475,0.00033260776427474945,4.575495648059968e-05,-1.576254467862996e-05,0.0002546326166475857,0.9999999664101278,-0.006529974193078488,-0.018977045123139243,6.366629442512836e-05,0.0,0.0,0.0
1623490937153368235,9,1623490937153368235,-0.002174072708923527,-0.0034866126174092267,0.0005666819470169995,4.628959052666149e-05,7.469605481818846e-06,0.00028246140706914084,0.9999999590085155,-0.019280049866162483,-0.010458664614122351,0.0020526234531466126,0.0,0.0,0.0
