%time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1609043643749265671,0,1609043643749265671,-0.0017323320396840896,0.0024794389134520506,-0.0005375073823278875,-0.00011212504050829243,-3.796831087390418e-05,-9.777231484025975e-05,0.9999999882134781,0.0004293484807185762,-0.008203940048626545,-0.00222689934336373,0.0,0.0,0.0
1609043643849327326,1,1609043643849327326,-0.002668476992053397,0.0029268998131002444,0.0001790468647324912,-8.899343039347327e-05,1.1498340039415561e-05,-8.97097760529079e-05,0.9999999919500561,-0.009243079563379079,0.006002499916359044,0.007266952105627274,0.0,0.0,0.0
1609043643950117111,2,1609043643950117111,-0.003090147712690155,0.0028956740285879436,0.0002562200072806385,-7.992491349417183e-05,-1.7372410763559054e-05,-9.644791415359557e-05,0.9999999920040029,-0.006170957506349743,0.0019215921524628416,0.002633048382485332,0.0,0.0,0.0
1609043644049361706,3,1609043644049361706,-0.002640317429068004,0.0026266641613382808,0.0006372878225630934,-9.362365347433409e-05,6.838604850655544e-06,-0.00016228888325370316,0.9999999824250809,0.0004896614851093483,-0.0008480567975117953,0.002917920613368052,0.0,0.0,0.0
1609043644148480892,4,1609043644148480892,-0.00401720734726291,0.0029343025069784555,0.0001014453044937262,-9.922611756853511e-05,-3.4890906762006043e-07,-0.00012012622184482012,0.999999987861873,-0.007508769598921727,-0.0009896474960947336,-0.0026863595606179363,0.0,0.0,0.0
1609043644249224663,5,1609043644249224663,-0.004532358076442686,0.004746905819675006,0.0001696351266641785,-0.00012669961025979872,-2.0042245144290547e-05,-0.00012073835931924947,0.9999999844838837,-0.005575889422223774,0.00836600512698959,-0.0018408542829638605,0.0,0.0,0.0
1609043644349988222,6,1609043644349988222,-0.004874229571110245,0.007050448583155267,0.00047506416939208025,-0.00010630278545753856,3.0875924398788137e-06,-0.00014513427367263625,0.9999999838131147,-0.0037589552595241995,0.016977110915130746,0.0012982386625895164,0.0,0.0,0.0
1609043644448439837,7,1609043644448439837,-0.005028285699105999,0.007068158787279159,0.000562881560653594,-0.00011563437059362524,7.80370889038196e-07,-0.00021240088280781634,0.9999999707569742,-0.002870424849556302,0.010352369433812666,0.001320962336207854,0.0,0.0,0.0
1609043644549291849,8,1609043644549291849,-0.005234149766564004,0.007050203262796057,0.0007207406870551149,-0.00011292604302359973,-2.854201928685747e-06,-0.00014717739556698056,0.9999999827891884,-0.0026197783325148855,0.005829529433589243,0.001173363202228005,0.0,0.0,0.0
1609043644649274111,9,1609043644649274111,-0.004813439106625203,0.007209951068394748,0.0007716300943327821,-0.00010069608215916428,1.911490786070014e-05,-0.0001145730934759658,0.9999999881839632,0.0013335680943968179,0.004579782060818478,0.0009840951986261825,0.0,0.0,0.0
1609043644748466969,10,1609043644748466969,-0.0052667207022064535,0.007427753115150937,0.0004875779750166839,-0.00010819116415292489,-1.065597530663439e-05,-0.0002321276255088533,0.9999999671489439,-0.0015221422437938772,0.0032749129490262756,-0.0007629702279951288,0.0,0.0,0.0
1609043644848397493,11,1609043644848397493,-0.005117705650118515,0.007786337582850908,0.0004588343640998029,-7.818492244211318e-05,-1.6715513212094558e-05,-0.00021376443851623943,0.9999999739562377,0.0005227070016835126,0.0034715285953399815,-0.0005256017911299516,0.0,0.0,0.0
1609043644949186802,12,1609043644949186802,-0.00578404105700412,0.008293432996072485,0.00040865355678928794,-9.782283017941489e-05,2.2313285323428824e-07,-0.00018470033406061087,0.9999999781582152,-0.0026661936218545877,0.004095533700048327,-0.0007400681056138222,0.0,0.0,0.0
