%time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1624182042516937017,0,1624182042516937017,-0.004746341956097505,0.0066082422969190105,0.0005705072354852602,2.1272099647153358e-05,1.3208738483446269e-05,-0.00011793136122900365,0.9999999927326106,-7.321150746987916e-05,0.0021126669159952463,-0.0004649975209313162,0.0,0.0,0.0
1624182042615928650,1,1624182042615928650,-0.0073468025668641706,0.003814597171186056,0.0004087793669112295,1.2473925679058087e-05,-5.630931043194917e-06,4.354663549568917e-05,0.9999999989581915,-0.02567566694577825,-0.026614536295196032,-0.0014739932861666393,0.0,0.0,0.0
1624182042716901541,2,1624182042716901541,-0.006603277965657843,0.004647616313550264,0.00042808505369971555,1.3503144853909801e-05,2.0801516921745557e-05,0.00013358996111258802,0.9999999907693411,-0.0036965042006364413,-0.0030585549115553293,-3.851433444908682e-06,0.0,0.0,0.0
1624182042815965176,3,1624182042815965176,-0.006426044371791127,0.005043845038398114,0.0003992354972168483,1.570805901580145e-05,1.1758626616516584e-05,0.00015629283151822235,0.9999999875937698,-0.0002137635852005747,0.0016303605789340808,-0.00048477855963983187,0.0,0.0,0.0
1624182042916923523,4,1624182042916923523,-0.007946852802105447,0.006574547079785244,0.001047868453377882,3.139004925200502e-05,2.8519429547044475e-05,0.00015776683361190568,0.9999999866554649,-0.007059133563104472,0.009466018704711667,0.004532134433757463,0.0,0.0,0.0
1624182043016965151,5,1624182043016965151,-0.006779062481414701,0.00864733698668718,0.0007991841391392675,1.0126831263165638e-05,2.4909109466516026e-05,0.00018426521529480306,0.9999999826616552,0.0032141982774988066,0.01652914345588319,-0.0010181844465371151,0.0,0.0,0.0
1624182043115953207,6,1624182043115953207,-0.005134774218351618,0.011053880367996191,0.00037419231671347746,2.555600503583292e-06,7.797558424772904e-06,0.00010467436958862283,0.9999999944879698,0.011324541724870907,0.02371752203234269,-0.0033220409678622245,0.0,0.0,0.0
1624182043215869904,7,1624182043215869904,-0.005250060181820704,0.013398338610606865,0.0005891352813429691,1.0080503009571085e-05,3.0062966442557287e-05,0.00011718848527409617,0.9999999926307288,0.007229128660077793,0.02695702066894526,0.0010944193035269264,0.0,0.0,0.0
1624182043316042423,8,1624182043316042423,-0.0035273100723285,0.013624242601701282,0.0004581928194938741,4.9003619147081604e-06,2.980455274901066e-05,0.00017320148440839932,0.999999984544458,0.013712544058146347,0.018592753608729817,-0.0001744111586637943,0.0,0.0,0.0
1624182043415843487,9,1624182043415843487,-0.005057782866071741,0.010803503133275685,0.0006764871302333094,1.4418168133227182e-05,2.898580539662352e-05,3.1754725975512725e-05,0.9999999989717863,0.0013566306082834004,-0.0005762263724938543,0.0020114250492181017,0.0,0.0,0.0
